"reg_number","scale"
204875,Local
204878,Local
204879,Local
204880,Local
204881,Local
204887,Local
204889,Local
204894,Local
204896,Local
204897,Local
204898,Local
204904,Local
204907,Local
204929,Local
204932,Local
204933,Local
204934,Local
204935,Local
204936,Local
204938,Local
204939,Local
204940,Local
204948,Local
204949,Local
204950,Local
204951,Local
204954,Local
204956,Local
204957,Local
204958,Regional
204961,Local
204963,Regional
204966,Regional
204970,Local
204971,Local
204972,Local
204974,Local
204978,Local
204981,Local
204983,Local
204984,Local
204986,Local
204996,Local
204997,Local
204998,Regional
205002,Local
205011,Local
205015,Local
205016,Local
205018,Local
205019,Local
205020,Local
205021,Local
205024,Local
205029,Local
205031,Local
205033,Local
205035,Local
205037,Regional
205038,Local
205039,Local
205040,Local
205042,Local
205043,Local
205044,Local
205045,Local
205046,Local
205047,Local
205051,Local
205052,Local
205053,Regional
205060,Regional
205062,Local
205074,Local
205081,Local
205082,Local
205084,Regional
205089,Local
205090,Local
205091,Local
205094,Local
205096,Local
205097,Local
205098,Local
205101,Local
205111,Regional
205112,Local
205115,Local
205116,Local
205117,Local
205120,Local
205121,Local
205123,Local
205126,Regional
205129,Local
205130,National
205133,Local
205134,Local
205136,Local
205137,Local
205138,Local
205139,Local
205142,Local
205143,Local
205146,Local
205147,Local
205148,Local
205150,Local
205153,Regional
205154,Local
205155,Regional
205156,Local
205163,Local
205164,Local
205165,Local
205166,Local
205173,Local
205177,Regional
205178,Local
205179,Local
205182,Local
205183,Local
205184,Local
205185,Local
205194,Local
205197,Local
205198,Local
205199,Local
205210,Local
205211,Local
205212,Local
205213,Local
205219,Regional
205220,Regional
205222,Local
205223,Local
205224,Regional
205227,Local
205228,Local
205229,Local
205230,Regional
205234,Local
205235,Regional
205240,Local
205241,Local
205242,Local
205244,Local
205245,Local
205246,Local
205247,Regional
205250,Local
205253,Local
205254,Local
205255,Local
205261,Local
205264,Local
205266,Local
205270,Local
205271,Regional
205272,Local
205274,Regional
205275,Local
205276,Local
205279,Local
205281,Local
205282,Local
205284,Regional
205289,Regional
205290,Local
205291,Local
205293,Local
205294,Local
205295,Local
205297,Local
205298,Local
205299,Local
205302,Local
205304,Local
205305,Local
205306,Local
205307,Local
205308,Local
205309,Local
205310,Local
205311,Local
205312,Local
205315,Local
205316,Local
205317,Local
205319,Local
205320,Local
205327,Local
205329,Local
205337,Local
205340,Local
205344,Local
205345,Local
205350,Local
205351,Regional
205354,Regional
205355,Regional
205356,Local
205357,National
205359,Local
205360,Local
205364,Local
205365,Local
205366,National and Overseas
205368,Local
205373,National
205374,National
205375,National and Overseas
205377,Local
205380,Regional
205383,Local
205384,Regional
205387,Local
205389,Local
205390,Local
205391,Local
205393,Local
205395,National
205396,Regional
205397,Local
205399,Local
205400,Local
205425,Local
205426,Local
205427,Local
205428,Local
205429,Local
205432,Local
205433,Regional
205434,Local
205436,Local
205437,Local
205440,Local
205441,Local
205449,Regional
205450,Local
205452,Local
205454,Local
205462,Local
205465,Local
205467,Local
205468,Local
205470,Local
205471,Local
205472,Local
205473,Local
205474,Local
205478,Local
205479,Local
205483,Local
205485,Local
205486,Local
205493,Local
205494,Regional
205495,National
205508,Regional
205509,Local
205513,Local
205514,Local
205515,Local
205516,Local
205521,Local
205527,Local
205529,Local
205530,Local
205533,National and Overseas
205536,Local
205538,Local
205542,Regional
205544,Local
205545,Local
205548,Local
205549,Local
205561,National
205563,Local
205565,Local
205566,Local
205568,Local
205569,Local
205571,Local
205572,Regional
205573,Regional
205574,Local
205575,Local
205577,Local
205583,Local
205584,Local
205585,Local
205588,Regional
205590,Local
205591,National and Overseas
205592,Regional
205593,Local
205594,Regional
205596,Local
205598,National
205611,Local
205613,Regional
205616,Local
205619,Local
205620,Local
205621,Local
205622,Local
205623,Local
205624,Local
205627,Local
205628,Local
205629,Regional
205630,Local
205631,Local
205632,Local
205633,Local
205634,Local
205651,Local
205652,Local
205654,Local
205655,Local
205658,Regional
205662,Local
205665,Local
205666,National and Overseas
205667,Local
205669,Regional
205670,National and Overseas
205671,Local
205675,Local
205676,Local
205677,National
205678,Local
205684,National
205685,National
205688,Regional
205689,Local
205691,Local
205692,Local
205693,Local
205695,Regional
205698,Local
205699,Local
205702,Regional
205703,Local
205704,Local
205708,Local
205709,Local
205714,National
205715,Local
205716,National and Overseas
205718,Local
205729,Local
205731,Local
205732,Regional
205733,Local
205735,Local
205736,Local
205745,Local
205746,Local
205747,Local
205748,Local
205749,Local
205753,Local
205755,Local
205757,Local
205758,Local
205759,Local
205764,Local
205765,Local
205766,Local
205767,Regional
205768,Local
205769,Regional
205771,Local
205772,Local
205773,National and Overseas
205774,Local
205776,Local
205777,Local
205779,Local
205780,Local
205784,Local
205785,National
205786,Regional
205792,Local
205793,National
205797,Local
205798,National
205800,Overseas
205801,Local
205802,Local
205803,Local
205806,Local
205807,Local
205810,Regional
205811,Local
205813,National and Overseas
205814,Local
205817,Local
205818,Local
205823,Local
205824,Local
205825,Local
205826,Local
205829,Local
205830,Regional
205831,Local
205832,Regional
205838,Local
205839,Local
205840,Local
205841,Local
205842,Local
205845,Local
205846,National
205847,Local
205848,Local
205853,Local
205856,Local
205857,Local
205858,Regional
205862,Local
205863,Local
205867,Regional
205869,Local
205871,Local
205872,Local
205873,Local
205874,Local
205876,Local
205878,Regional
205879,Local
205881,Local
205884,Local
205885,Local
205886,Local
205887,Local
205888,Local
205889,Local
205892,Local
205893,Local
205894,Local
205895,Local
205896,Regional
205899,Local
205900,National
205902,Local
205904,Local
205906,Local
205907,Local
205911,National
205913,National
205914,Local
205916,Local
205917,Local
205920,Local
205922,Local
205924,National
205925,Local
205927,Local
205929,Local
205930,Local
205934,Local
205935,Local
205936,National
205937,Local
205940,Local
205943,Regional
205944,Local
205948,Local
205949,Regional
205950,Local
205952,Local
205959,Local
205960,Local
205961,Local
205962,Regional
205964,Local
205967,National
205968,Local
205969,Local
205973,Local
205975,Local
205980,Local
205983,Local
205986,Local
205990,Local
205992,Local
205996,National
206000,Local
206001,Local
206002,National and Overseas
206003,National
206006,National
206007,National
206008,Local
206009,Local
206010,National
206011,Local
206012,Local
206016,Local
206018,Local
206023,Local
206029,Local
206030,Local
206038,Local
206040,Local
206042,Local
206043,Local
206047,Local
206051,Local
206057,National
206058,National and Overseas
206059,Local
206061,Regional
206062,National
206064,Local
206065,Local
206067,Local
206068,Local
206071,Local
206075,Local
206077,National
206078,Local
206079,Local
206080,Local
206081,Local
206083,Local
206084,Local
206087,Local
206088,Regional
206089,Local
206090,Regional
206095,Local
206096,Local
206099,Local
206103,Local
206107,Local
206108,Local
206109,Local
206111,Local
206113,Local
206117,Local
206121,National
206122,Regional
206123,National
206125,Local
206126,National
206127,Local
206128,Local
206129,Local
206133,National
206134,National
206136,Local
206137,Local
206138,Local
206139,Local
206142,Local
206143,Local
206144,Local
206145,Local
206148,Local
206150,Local
206151,Local
206152,Local
206155,Local
206156,Local
206160,Local
206167,Local
206169,National and Overseas
206171,National
206172,Local
206173,Local
206174,Local
206182,Local
206184,National
206186,National
206189,Local
206190,Regional
206191,Local
206196,Local
206199,Regional
206200,Local
206201,National
206208,Local
206218,Local
206219,National
206221,Local
206222,Local
206223,Local
206225,Local
206227,National
206228,Regional
206229,Local
206231,Local
206232,Local
206233,Local
206239,Local
206243,National and Overseas
206244,National
206247,Local
206248,Local
206249,Local
206252,Regional
206255,Local
206257,Local
206260,National
206261,National
206262,Regional
206263,Local
206269,Local
206270,Regional
206271,National and Overseas
206273,Local
206274,Local
206275,Local
206278,Local
206280,Local
206283,Local
206286,Regional
206293,Local
206294,Local
206296,Local
206298,Local
206300,Local
206308,Local
206309,Local
206311,Local
206312,National and Overseas
206313,Regional
206314,Local
206316,National
206319,National
206320,Overseas
206321,National
206325,Overseas
206326,Overseas
206328,Overseas
206329,National
206330,National
206331,Local
206333,Local
206334,Local
206335,Local
206338,Local
206339,Local
206349,Local
206356,Local
206358,Local
206364,Regional
206365,National
206366,Local
206367,Local
206368,Local
206369,Local
206370,Regional
206371,Local
206372,Local
206373,Local
206374,Local
206375,Local
206377,Local
206379,Local
206381,Local
206386,Local
206387,Local
206388,National
206390,Local
206391,National
206394,Regional
206395,Local
206397,Local
206398,Local
206404,Local
206406,Local
206408,Local
206414,Local
206424,Local
206425,National
206426,National
206431,Local
206433,Local
206441,Local
206445,National
206446,Local
206447,Local
206448,Local
206449,Local
206450,Local
206451,National
206454,Regional
206457,Local
206458,Local
206462,Local
206467,Local
206471,Regional
206472,Regional
206474,Local
206475,Local
206476,Regional
206478,Local
206480,Local
206483,Local
206484,Local
206485,Local
206487,Local
206492,Local
206495,National
206496,Local
206497,Local
206499,Local
206504,National and Overseas
206505,Local
206511,Local
206512,Local
206513,Local
206514,Local
206515,Local
206516,National
206517,National
206519,Local
206524,National
206528,Local
206529,National and Overseas
206534,Local
206535,Local
206536,Local
206537,Local
206538,Local
206539,Local
206540,Local
206541,Local
206542,Local
206543,Local
206544,Local
206548,National
206550,Local
206552,National
206555,Local
206557,Local
206558,National
206560,Local
206561,Local
206563,National and Overseas
206565,National
206567,Local
206571,Local
206572,Local
206573,Local
206574,Local
206576,Local
206577,Local
206579,National
206582,Local
206585,Local
206587,Local
206589,Local
206590,Local
206591,Local
206593,Local
206594,Local
206596,Local
206598,Local
206601,National
206602,National
206606,National
206609,Local
206611,Regional
206616,Regional
206618,Local
206620,Local
206621,Local
206623,Local
206624,National and Overseas
206625,Regional
206628,Local
206629,Regional
206630,Regional
206636,Local
206638,Local
206639,Local
206641,Local
206643,National
206645,Local
206646,Regional
206647,Local
206651,Local
206655,National
206658,National and Overseas
206667,Local
206668,Local
206669,National
206672,Local
206673,Local
206674,National
206677,Local
206679,Local
206681,National and Overseas
206686,Local
206688,Local
206690,National
206691,National
206693,National and Overseas
206696,Local
206699,Regional
206701,Local
206702,Local
206711,Local
206712,Local
206713,Local
206718,Local
206719,Local
206720,Local
206723,Local
206726,Local
206728,Local
206730,Local
206731,Local
206732,Local
206733,Local
206734,Local
206735,Regional
206736,Local
206739,Local
206740,National
206742,Local
206743,Local
206745,Local
206746,Local
206748,Local
206749,National
206750,National
206753,Local
206754,Regional
206756,Local
206758,Local
206763,Regional
206764,Local
206765,Local
206767,Local
206768,Regional
206770,Local
206771,National
206772,National
206773,Local
206774,National
206778,National
206779,Local
206780,National
206782,National
206786,National
206787,National and Overseas
206789,Local
206790,Local
206792,Local
206794,Local
206795,Local
206796,Local
206797,Local
206799,Local
206801,National
206806,Local
206807,National
206808,Local
206809,National
206811,Local
206812,Local
206813,Local
206817,Local
206827,Regional
206828,Local
206832,Local
206833,Local
206838,National
206839,Local
206840,Regional
206841,Regional
206845,Regional
206847,National
206848,Local
206850,Local
206855,Local
206860,National and Overseas
206861,National
206862,National
206864,Local
206866,National
206873,Local
206879,Regional
206881,Local
206882,National and Overseas
206883,National
206884,Local
206886,Local
206888,National
206889,Local
206891,Local
206894,Local
206896,Local
206900,Regional
206901,Local
206902,National
206903,Local
206905,Local
206909,Local
206911,Local
206912,Local
206913,Local
206914,Local
206915,Local
206916,Local
206920,Local
206923,Local
206924,National
206925,Local
206926,National
206928,Local
206929,National and Overseas
206930,Local
206931,Regional
206932,Local
206934,Local
206936,National
206947,Regional
206948,Local
206949,Local
206950,National
206952,Regional
206953,Regional
206954,Local
206956,Local
206957,National and Overseas
206958,Regional
206964,Regional
206965,Local
206966,Local
206967,Local
206971,Local
206974,Local
206977,Local
206981,Local
206982,Local
206984,Local
206985,Local
206987,Regional
206989,Local
206991,Local
206992,Local
206994,Local
206996,Local
206999,Local
207000,Local
207005,Regional
207006,Local
207007,Regional
207008,Regional
207010,Local
207013,Local
207014,Regional
207015,Local
207018,National
207019,Local
207020,Regional
207021,Local
207022,Local
207026,Regional
207027,Local
207028,National
207030,Local
207031,Overseas
207032,Local
207035,Local
207037,Regional
207040,Regional
207042,Local
207043,National
207045,Local
207046,Local
207052,Local
207055,Local
207058,Local
207060,Regional
207062,Local
207064,Local
207066,Regional
